gene	definition	group	log2foldchange	p.value	p.adjust
K01886	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	response	0.2930882	0.1113469	0.587808
K01887	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	response	0.3951051	0.03208873	0.4596789
K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	response	0.4098934	0.05004352	0.490626
K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	response	0.3767741	0.01430588	0.4327822
K01892	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	response	0.3690276	0.01430588	0.4327822
K01893	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	response	0.2886839	0.1589959	0.6471459
K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	progression	0.009183516	0.8998901	0.9732675
K01895	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	response	0.1431918	0.2703441	0.7221891
K01897	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	response	0.4349515	0.07575269	0.5386655
K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	response	0.3658285	0.7594629	0.9522438
K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	response	0.1408087	0.8542396	0.9684812
K01905	acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	progression	0.2406168	0.8443574	0.9684812
K01906	bioW; 6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	response	0.3804377	0.03126109	0.4596789
K01908	ACSS3, prpE; propionyl-CoA synthetase [EC:6.2.1.17]	progression	0.2720681	0.622128	0.9260799
K01910	citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	response	0.1684113	0.5812121	0.910171
K01911	menE; O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	response	0.3773997	0.2978602	0.7439571
K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]	response	0.3058194	0.1257864	0.6196924
K01914	asnA; aspartate--ammonia ligase [EC:6.3.1.1]	response	0.1940126	0.2703441	0.7221891
K01915	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	response	0.3148975	0.04329747	0.4741032
K01916	nadE; NAD+ synthase [EC:6.3.1.5]	response	0.4807669	0.4354859	0.8612324
K01918	panC; pantoate--beta-alanine ligase [EC:6.3.2.1]	response	0.1741682	0.1257864	0.6196924
K01919	gshA; glutamate--cysteine ligase [EC:6.3.2.2]	response	0.167417	0.7592599	0.9522438
K01920	gshB; glutathione synthase [EC:6.3.2.3]	progression	0.1563978	0.8443574	0.9684812
K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]	response	0.2136464	0.1589959	0.6471459
K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	response	0.3762086	0.04329747	0.4741032
K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	response	0.2952284	0.06619258	0.5201979
K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	response	0.4913531	0.002199647	0.4327822
K01926	rex; redox-sensing transcriptional repressor	response	0.5136933	0.01011233	0.4327822
K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	response	0.261217	0.1257864	0.6196924
K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	response	0.4248319	0.01011233	0.4327822
K01932	capB, pgsB; gamma-polyglutamate synthase [EC:6.3.2.-]	response	0.07389849	0.6040198	0.9258243
K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	response	0.2971397	0.1257864	0.6196924
K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	response	0.5945712	0.007050729	0.4327822
K01935	bioD; dethiobiotin synthetase [EC:6.3.3.3]	response	0.1264005	0.581541	0.910171
K01937	pyrG, CTPS; CTP synthase [EC:6.3.4.2]	response	0.3930791	0.05764939	0.5040692
K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	response	0.2778322	0.1113469	0.587808
K01939	purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]	response	0.3232462	0.08641073	0.5425491
K01940	argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]	response	0.3016408	0.05764939	0.5040692
K01941	E6.3.4.6; urea carboxylase [EC:6.3.4.6]	response	0.04705787	1	1
K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]	response	0.2550505	0.1589959	0.6471459
K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	response	0.4692365	0.03208873	0.4596789
K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	response	0.2825183	0.1416447	0.6471459
K01952	PFAS, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	response	0.3440229	0.08641073	0.5425491
K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	response	0.05665632	0.6242061	0.9260799
K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	response	0.2637531	0.08641073	0.5425491
K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	response	0.3672484	0.03208873	0.4596789
K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]	response	0.197798	0.581541	0.910171
K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]	response	0.2365288	0.2771532	0.7221891
K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]	response	0.3121848	0.1779096	0.6595618
K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	response	0.3824868	0.03733642	0.4658764
K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	response	0.4514354	0.1589959	0.6471459
K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	response	0.3892509	0.1779096	0.6595618
K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	response	0.3016243	0.2206714	0.686963
K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	progression	0.2274849	0.3104228	0.7519279
K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]	response	0.3257164	0.08641073	0.5425491
K01974	RTCA, rtcA; RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]	progression	0.3576795	0.8108701	0.9575341
K01975	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	progression	0.02939685	0.9025022	0.9732675
K01989	K01989; putative tryptophan/tyrosine transport system substrate-binding protein	response	0.5204234	0.04329747	0.4741032
K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	response	0.3945711	0.05004352	0.490626
K01991	wza, gfcE; polysaccharide biosynthesis/export protein	response	0.592133	0.1113469	0.587808
K01992	ABC-2.P; ABC-2 type transport system permease protein	response	0.4500944	0.01692871	0.4327822
K01993	ABC-2.TX; HlyD family secretion protein	response	0.2957832	0.2206714	0.686963
K01994	gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein	progression	0.2159922	0.119421	0.6196924
K01995	livG; branched-chain amino acid transport system ATP-binding protein	response	0.5081878	0.01430588	0.4327822
K01996	livF; branched-chain amino acid transport system ATP-binding protein	response	0.3446539	0.1416447	0.6471459
K01997	livH; branched-chain amino acid transport system permease protein	response	0.4016276	0.1589959	0.6471459
K01998	livM; branched-chain amino acid transport system permease protein	response	0.5948885	0.01692871	0.4327822
K01999	livK; branched-chain amino acid transport system substrate-binding protein	response	0.689708	0.008458416	0.4327822
K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	response	0.06517468	0.2206714	0.686963
K02001	proW; glycine betaine/proline transport system permease protein	progression	0.1691149	0.2206714	0.686963
K02002	proX; glycine betaine/proline transport system substrate-binding protein	response	0.3814447	0.08641073	0.5425491
K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	response	0.2736301	0.1589959	0.6471459
K02004	ABC.CD.P; putative ABC transport system permease protein	response	0.5229306	0.01204828	0.4327822
K02005	ABC.CD.TX; HlyD family secretion protein	response	0.2326977	0.3583265	0.792076
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	response	0.2970226	0.3271869	0.7578716
K02007	cbiM; cobalt/nickel transport system permease protein	response	0.3321615	0.3912673	0.8241469
K02008	cbiQ; cobalt/nickel transport system permease protein	response	0.4060678	0.1257864	0.6196924
K02009	cbiN; cobalt/nickel transport protein	response	0.1813919	0.5005595	0.8648426
K02010	afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]	response	0.1058365	0.8064959	0.956964
K02011	afuB, fbpB; iron(III) transport system permease protein	response	0.5475632	0.2978602	0.7439571
K02012	afuA, fbpA; iron(III) transport system substrate-binding protein	response	0.5961026	0.1984493	0.6657432
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	response	0.4520117	0.007050729	0.4327822
K02014	TC.FEV.OM; iron complex outermembrane recepter protein	response	0.4237422	0.08641073	0.5425491
K02015	ABC.FEV.P; iron complex transport system permease protein	response	0.4412992	0.01996445	0.4327822
K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	response	0.4604303	0.01692871	0.4327822
K02017	modC; molybdate transport system ATP-binding protein [EC:7.3.2.5]	response	0.4334911	0.09824835	0.5651674
K02018	modB; molybdate transport system permease protein	response	0.3086261	0.2206714	0.686963
K02019	modE; molybdate transport system regulatory protein	response	0.2689788	0.4259831	0.853702
K02020	modA; molybdate transport system substrate-binding protein	response	0.4057745	0.09824835	0.5651674
K02022	ABC.MR.TX; HlyD family secretion protein	response	0.2199468	0.7789084	0.956964
K02024	lamB; maltoporin	progression	0.0261222	0.6888048	0.9334848
K02025	ABC.MS.P; multiple sugar transport system permease protein	response	0.443231	0.08641073	0.5425491
K02026	ABC.MS.P1; multiple sugar transport system permease protein	response	0.4427211	0.08641073	0.5425491
K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	response	0.5982864	0.04329747	0.4741032
K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	response	0.4171008	0.1779096	0.6595618
K02029	ABC.PA.P; polar amino acid transport system permease protein	response	0.5048004	0.2978602	0.7439571
K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein	response	0.6735715	0.03208873	0.4596789
K02031	ddpD; peptide/nickel transport system ATP-binding protein	response	0.7117685	0.01011233	0.4327822
K02032	ddpF; peptide/nickel transport system ATP-binding protein	response	0.4204312	0.6681702	0.9263661
K02033	ABC.PE.P; peptide/nickel transport system permease protein	response	0.5402432	0.01996445	0.4327822
K02034	ABC.PE.P1; peptide/nickel transport system permease protein	response	0.7627942	0.002694262	0.4327822
K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	response	0.5808785	0.06619258	0.5201979
K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]	response	0.3552623	0.05004352	0.490626
K02037	pstC; phosphate transport system permease protein	response	0.4008192	0.01996445	0.4327822
K02038	pstA; phosphate transport system permease protein	response	0.3988889	0.01996445	0.4327822
K02039	phoU; phosphate transport system protein	response	0.4401079	0.02346498	0.4327822
K02040	pstS; phosphate transport system substrate-binding protein	response	0.5486541	0.002199647	0.4327822
K02041	phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2]	response	0.2200325	0.7133032	0.9401329
K02042	phnE; phosphonate transport system permease protein	response	0.1844465	0.9025233	0.9732675
K02043	phnF; GntR family transcriptional regulator, phosphonate transport system regulatory protein	progression	0.07367941	0.4941489	0.8648426
K02044	phnD; phosphonate transport system substrate-binding protein	response	0.04208796	0.581541	0.910171
K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	response	0.5594008	0.07575269	0.5386655
K02046	cysU; sulfate/thiosulfate transport system permease protein	response	0.7021054	0.01996445	0.4327822
K02047	cysW; sulfate/thiosulfate transport system permease protein	response	0.9492015	0.04329747	0.4741032
K02048	cysP; sulfate/thiosulfate transport system substrate-binding protein	progression	0.08539552	0.9183132	0.9732675
K02049	ABC.SN.A; NitT/TauT family transport system ATP-binding protein	response	0.6245903	0.1416447	0.6471459
K02050	ABC.SN.P; NitT/TauT family transport system permease protein	response	0.6082875	0.01430588	0.4327822
K02051	ABC.SN.S; NitT/TauT family transport system substrate-binding protein	response	0.4307387	0.02346498	0.4327822
K02052	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	response	0.3733557	0.5201392	0.8867306
K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein	response	0.3876545	0.2446236	0.6947875
K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein	response	0.3779761	0.2446236	0.6947875
K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	response	0.5754013	0.3271869	0.7578716
K02056	ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]	response	0.8267247	0.1779096	0.6595618
K02057	ABC.SS.P; simple sugar transport system permease protein	response	0.8331484	0.4258825	0.853702
K02058	ABC.SS.S; simple sugar transport system substrate-binding protein	response	0.6445768	0.4224307	0.853702
K02062	thiQ; thiamine transport system ATP-binding protein [EC:7.6.2.15]	progression	0.07775173	0.7385824	0.9522438
K02063	thiP; thiamine transport system permease protein	response	0.1697728	0.8880197	0.9732675
K02064	thiB, tbpA; thiamine transport system substrate-binding protein	progression	0.1234953	0.7385824	0.9522438
K02065	mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	response	0.479453	0.09824835	0.5651674
K02066	mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein	response	0.4405404	0.08641073	0.5425491
K02067	mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	response	0.2666194	0.2446236	0.6947875
K02068	ABC.X2.A; putative ABC transport system ATP-binding protein	response	0.4171891	0.1257864	0.6196924
K02069	ABC.X2.P; putative ABC transport system permease protein	response	0.2071319	0.2703441	0.7221891
K02071	metN; D-methionine transport system ATP-binding protein	response	0.2982759	0.5005595	0.8648426
K02072	metI; D-methionine transport system permease protein	response	0.3928806	0.1416447	0.6471459
K02073	metQ; D-methionine transport system substrate-binding protein	response	0.4735976	0.1257864	0.6196924
K02074	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	response	0.838889	0.6567381	0.9263661
K02075	ABC.ZM.P; zinc/manganese transport system permease protein	response	0.9064043	0.694581	0.9376526
K02076	zurR, zur; Fur family transcriptional regulator, zinc uptake regulator	response	0.5073533	0.5715457	0.910171
K02077	ABC.ZM.S; zinc/manganese transport system substrate-binding protein	response	0.8666845	0.4202681	0.853702
K02078	acpP; acyl carrier protein	response	0.4713961	0.01996445	0.4327822
K02079	agaA; N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]	progression	0.4002578	0.4119483	0.8498144
K02080	agaI; galactosamine-6-phosphate isomerase [EC:5.3.1.-]	progression	0.2869928	0.9511278	0.9732675
K02081	agaR; DeoR family transcriptional regulator, aga operon transcriptional repressor	response	0.6457167	0.08641073	0.5425491
K02082	agaS; tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]	progression	0.004097616	0.6242061	0.9260799
K02083	allC; allantoate deiminase [EC:3.5.3.9]	response	0.293972	0.9511278	0.9732675
K02086	dnaD; DNA replication protein	response	0.3763803	0.9467837	0.9732675
K02099	araC; AraC family transcriptional regulator, arabinose operon regulatory protein	response	0.2788958	0.1416447	0.6471459
K02100	araE; MFS transporter, SP family, arabinose:H+ symporter	progression	0.06436795	0.4259831	0.853702
K02103	araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor	response	0.1255237	0.6681702	0.9263661
K02106	atoE; short-chain fatty acids transporter	response	0.1203359	0.7362088	0.9522438
K02107	ATPVG, ahaH, atpH; V/A-type H+/Na+-transporting ATPase subunit G/H	response	0.3724378	0.2703441	0.7221891
K02108	ATPF0A, atpB; F-type H+-transporting ATPase subunit a	response	0.3323992	0.04329747	0.4741032
K02109	ATPF0B, atpF; F-type H+-transporting ATPase subunit b	response	0.496829	0.01430588	0.4327822
K02110	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	response	0.3425462	0.1113469	0.587808
K02111	ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	response	0.2624812	0.1416447	0.6471459
K02112	ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	response	0.3261212	0.09824835	0.5651674
K02113	ATPF1D, atpH; F-type H+-transporting ATPase subunit delta	response	0.4677441	0.02748634	0.4531407
K02114	ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon	response	0.5091136	0.01692871	0.4327822
K02115	ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma	response	0.3880985	0.01996445	0.4327822
K02116	atpI; ATP synthase protein I	response	0.2543399	0.390855	0.8241469
K02117	ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	response	0.2508936	0.1984493	0.6657432
K02118	ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B	response	0.1846749	0.2206714	0.686963
K02119	ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C	response	0.3753983	0.3271869	0.7578716
K02120	ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D	response	0.2428054	0.2446236	0.6947875
K02121	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E	response	0.2986827	0.2446236	0.6947875
K02122	ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F	response	0.06373608	0.581541	0.910171
K02123	ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I	response	0.1408234	0.5005595	0.8648426
K02124	ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K	response	0.1379425	0.3583265	0.792076
K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	response	0.2730283	0.2978602	0.7439571
K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	response	0.05917228	0.6705696	0.9285565
K02168	betT, betS; choline/glycine/proline betaine transport protein	progression	0.0332432	0.805666	0.956964
K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]	response	0.4523144	0.05004352	0.490626
K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	progression	0.1793851	0.7782342	0.956964
K02171	blaI; BlaI family transcriptional regulator, penicillinase repressor	response	0.2371385	0.2446236	0.6947875
K02172	blaR1; bla regulator protein blaR1	response	0.377975	0.3271869	0.7578716
K02173	yggC; putative kinase	response	0.5614767	0.1257864	0.6196924
K02182	caiC; carnitine-CoA ligase [EC:6.2.1.48]	progression	0.4077826	0.4972683	0.8648426
K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	response	0.4981485	0.07575269	0.5386655
K02189	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	response	0.4306269	0.1779096	0.6595618
K02190	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	response	0.4554364	0.1113469	0.587808
K02191	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	response	0.4874069	0.2050501	0.6764706
K02192	bfd; bacterioferritin-associated ferredoxin	response	0.3008582	0.5005595	0.8648426
K02193	ccmA; heme exporter protein A [EC:7.6.2.5]	progression	0.1312307	0.7584429	0.9522438
K02194	ccmB; heme exporter protein B	progression	0.174084	0.9024388	0.9732675
K02195	ccmC; heme exporter protein C	progression	0.201826	0.7828342	0.956964
K02196	ccmD; heme exporter protein D	progression	0.1766793	0.3340865	0.7720353
K02197	ccmE; cytochrome c-type biogenesis protein CcmE	progression	0.1899061	1	1
K02198	ccmF; cytochrome c-type biogenesis protein CcmF	progression	0.190391	0.7592599	0.9522438
K02199	ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	progression	0.01138694	0.9025233	0.9732675
K02200	ccmH; cytochrome c-type biogenesis protein CcmH	progression	0.1884681	0.8108701	0.9575341
K02201	E2.7.7.3B; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	response	0.2402418	0.2771532	0.7221891
K02203	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	response	0.1082346	0.581541	0.910171
K02217	ftnA, ftn; ferritin [EC:1.16.3.2]	response	0.1395077	0.4259831	0.853702
K02221	yggT; YggT family protein	response	0.3135367	0.9025233	0.9732675
K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	response	0.3368612	0.2206714	0.686963
K02226	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]	response	0.435033	0.06619258	0.5201979
K02227	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	response	0.350353	0.1779096	0.6595618
K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	response	0.3747852	0.1984493	0.6657432
K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	response	0.3955294	0.1416447	0.6471459
